segment_id,segment_name,segment_type,start_x,start_y,end_x,end_y,start_lon,start_lat,end_lon,end_lat,length_m,geom_wkt
TRAIL-088,금정로 20,금정로 20-1,206507.3044810273,298588.6714169205,206197.8791732305,299311.6737935562,129.071531,35.28385200000001,129.06813513003357,35.29037067332552,964.8489921769127,"LINESTRING (206507.3044810273 298588.6714169205, 206498.6659929132 298583.3397898442, 206490.5687774995 298584.332474814, 206477.1054984199 298583.5461798599, 206465.5548524285 298579.6547909725, 206461.6383727621 298586.1977917253, 206459.2632569684 298599.9533788734, 206453.2557123061 298604.7197529321, 206440.9686776385 298612.920968542, 206428.7720044768 298622.0098322893, 206418.760642393 298628.3266200011, 206410.023366255 298633.9786485944, 206399.1930528308 298640.6277139716, 206389.6381595644 298644.725940316, 206377.1676483311 298655.256976524, 206365.7916364549 298661.7947505717, 206355.1447375995 298666.4469725592, 206344.4123392211 298663.3329356063, 206337.5896648214 298663.1062493687, 206337.7635027501 298674.6447426917, 206339.9383868562 298686.6284254857, 206336.9287135833 298697.4990076813, 206329.4624990681 298706.9241673729, 206325.0896871799 298715.7967717933, 206323.7158763661 298728.9983692848, 206315.5210073045 298739.7543808981, 206307.6901936357 298750.2887627929, 206302.6822607747 298756.8310708812, 206301.5813213228 298770.1438089699, 206297.7529929176 298781.0138337328, 206295.5626714841 298791.1083817273, 206299.0094544019 298805.5337539753, 206307.9181186325 298814.6375413633, 206316.5540895256 298823.4083090963, 206323.642942332 298833.0655680569, 206320.8134102365 298846.5989858575, 206318.3504044189 298856.3605005851, 206314.2480204236 298868.8945164494, 206315.4231624307 298879.5461463247, 206317.0536115988 298889.5324198102, 206325.687557174 298901.0768438947, 206333.3216052827 298911.5111153943, 206333.6747319193 298926.8219000324, 206321.1104422469 298942.0126800703, 206315.4635762085 298951.7719669001, 206313.270714024 298965.5277268845, 206312.2602081001 298979.6171525743, 206303.3354345007 298993.8119919732, 206288.5042908727 298998.6832635944, 206277.2208240268 299003.6679730888, 206268.8470990833 299010.4298528676, 206261.4717963167 299020.4098653704, 206252.2779313235 299029.279164257, 206239.3522772374 299041.2523773139, 206229.4317137041 299048.6788999607, 206218.2356388922 299058.9891487765, 206209.2260803228 299064.530240712, 206197.4888193952 299068.1833865734, 206187.933100732 299074.2788543569, 206183.3779111423 299084.2608660014, 206181.3682795977 299096.4635426431, 206180.5412949585 299108.5560840898, 206182.3531760221 299119.4300282986, 206182.8915996827 299130.1921542996, 206187.5203075991 299145.6168147945, 206196.2446053967 299157.9378032369, 206197.5087562947 299171.5850241, 206201.411292998 299184.6793288136, 206202.1313924124 299195.7744198307, 206199.4850008784 299207.9766567448, 206201.2956186431 299220.6257410308, 206203.5591506539 299236.0487865401, 206206.2795612726 299248.4766060874, 206209.0909293942 299260.9044893008, 206205.9885778998 299274.7706012824, 206200.7916061086 299292.1855459069, 206198.7819965403 299304.3882224263, 206197.8791732305 299311.6737935562)"
TRAIL-089,금정로 20,금정로 20-2,206197.8791732305,299311.6737935562,206061.54119079528,300122.1678056668,129.06813513003357,35.29037067332552,129.06664231466422,35.297676807192204,964.8489921768778,"LINESTRING (206197.8791732305 299311.6737935562, 206196.4037336112 299323.5802432211, 206189.3939173785 299331.6744879461, 206191.9352835662 299339.8862346944, 206195.8405741812 299348.8755408089, 206198.2883737968 299360.8593889097, 206189.7312840634 299370.2839226824, 206186.8073509829 299389.3646274424, 206182.7970381147 299400.9002613668, 206179.5125436275 299415.210044324, 206179.4144363961 299425.6389008993, 206175.4945046557 299438.0621685581, 206166.213598272 299441.9389299881, 206154.1089813385 299451.4720202996, 206142.1848052353 299463.2241698631, 206131.2672844174 299466.1013390876, 206120.9883179119 299466.3162506823, 206111.7076144332 299469.9711763743, 206097.1473961195 299479.0588959619, 206089.9563883017 299486.3764748972, 206093.6756693139 299501.467643565, 206096.4876375513 299513.1188745554, 206104.3967952125 299519.8919299157, 206111.7540782289 299535.6512455409, 206115.6593633863 299544.6405195785, 206121.9240833582 299561.8414017706, 206124.644808221 299573.8254188425, 206125.7237688969 299592.3541373595, 206115.6140828517 299611.4299942237, 206107.4212373819 299620.7439098638, 206093.5869333506 299632.8276710818, 206092.8514494509 299644.3655615634, 206093.6635795146 299654.018415058, 206092.7465499352 299665.0014530882, 206089.4651394765 299675.0953266296, 206085.0923568633 299684.9665731225, 206085.7224952644 299694.7302497492, 206083.7147757897 299704.4921470786, 206101.9923712494 299712.6035540708, 206114.8132120924 299719.3799449297, 206125.9946376401 299729.2617298991, 206134.5404559131 299735.8133546136, 206140.8096890489 299746.1356030689, 206144.6204925207 299760.1174007618, 206147.1608703531 299769.6604922971, 206151.0617814833 299784.8627612801, 206152.5987134511 299798.6211207498, 206150.8616289277 299811.6006251395, 206149.6666747039 299829.9059107916, 206150.6606451476 299839.5588962279, 206148.9231173371 299853.2040778707, 206145.5511308563 299862.7431417387, 206140.9950242794 299874.7222142967, 206135.4371007599 299888.5866910868, 206124.3355425716 299895.346856904, 206124.1452636892 299907.6617421411, 206124.9577878375 299916.6489261611, 206129.2209219749 299934.1813027799, 206127.3923355885 299948.0483206847, 206119.3832794874 299955.0324866197, 206107.8223670581 299968.6710189415, 206104.0864855043 299978.4317455386, 206106.9904495635 299988.3079132505, 206111.1675130419 299998.6287289312, 206106.6116705511 300010.3859290468, 206105.8778518363 300019.4830119736, 206103.4146446208 300030.3540621741, 206096.8588955079 300040.4457231104, 206090.8498775295 300049.0954588406, 206083.1098444464 300061.9599828381, 206089.5561780487 300079.1609789319, 206087.5463672227 300092.1403165226, 206077.4439729516 300101.3420303555, 206067.8829342005 300117.0899402645, 206061.54119079528 300122.1678056668)"
TRAIL-090,금정로 20,금정로 20-3,206061.54119079528,300122.1678056668,205697.51441160074,300764.92050532246,129.06664231466422,35.297676807192204,129.06264456727504,35.30347232130486,964.8489921768789,"LINESTRING (206061.54119079528 300122.1678056668, 206054.8691665348 300127.5101285883, 206048.6794503407 300134.4955803384, 206054.5831146788 300147.1473986114, 206062.4016108184 300152.6999564784, 206067.2147431586 300163.908750912, 206070.5723463124 300175.449406656, 206074.7495883685 300185.4373702006, 206086.2950497568 300194.2098978859, 206080.5551957407 300208.518076269, 206079.7296407921 300218.8355094805, 206080.5399362693 300231.1510760181, 206079.3507870869 300241.1354260814, 206077.9792070063 300251.8962764259, 206073.2435675143 300260.7687768327, 206059.1424183135 300265.4190296035, 206047.9503513166 300272.2901775233, 206040.3895072443 300289.5927076424, 206035.6533304613 300299.3527969307, 206028.8231344001 300312.2179806963, 206022.722518667 300322.1990573159, 206015.0742144073 300334.398028672, 206010.9740277768 300345.2680171539, 206004.4155077235 300360.0194857602, 205999.8627168452 300367.6717399633, 205995.3070571673 300379.6508945453, 205993.4783965269 300394.0726789527, 205993.3771939524 300409.4941273261, 205987.3685202898 300418.1439363088, 205978.9949256741 300427.014073451, 205970.9834707305 300438.4362199245, 205968.5205392505 300449.3073133977, 205966.7844297575 300461.3992963948, 205956.859713678 300477.8127677073, 205952.3966569252 300487.4621373327, 205956.3912463564 300498.5593918833, 205955.3841740378 300508.5438822016, 205955.9228543371 300519.1950705967, 205950.7323473487 300528.6220688244, 205937.358713437 300534.1605624372, 205925.8977156313 300535.7062702014, 205916.8879169696 300544.1322634752, 205906.8806425856 300548.0088190893, 205901.5064117133 300560.320326246, 205892.9498971305 300571.0765101125, 205883.2119715802 300580.3896310148, 205869.7464210958 300587.5923578763, 205859.2773204014 300602.4523381233, 205853.9039070524 300613.6544131161, 205842.4372742118 300624.0759183024, 205837.9744119834 300633.725346411, 205833.3283652221 300645.3716898016, 205823.3230303608 300646.4746848879, 205813.8687691002 300639.2570820021, 205799.773554834 300635.8086734624, 205789.7731286932 300629.2564218837, 205779.4979142139 300625.6995524221, 205769.2222657614 300622.808371547, 205756.6700651976 300624.2426500713, 205746.4861368465 300620.1311456367, 205737.8495020497 300614.2454981969, 205728.2159843384 300602.7009704613, 205720.3082002596 300594.818771781, 205706.1129432494 300605.5715578241, 205698.3762487257 300614.7751987388, 205687.27528189 300622.5344235334, 205684.5359720801 300639.618408976, 205682.5255387233 300654.705823528, 205686.5203854072 300665.8029609669, 205690.2403396534 300680.1173665435, 205691.6793745937 300705.7468461705, 205691.9432618384 300719.948126337, 205691.9363986414 300730.8208498079, 205689.109872242 300742.0246326442, 205691.6495420999 300753.0099096986, 205697.51441160074 300764.92050532246)"
TRAIL-091,금정로 20,금정로 20-4,205697.51441160074,300764.92050532246,205279.85913096316,301439.54457365174,129.06264456727504,35.30347232130486,129.05805676450376,35.30955525121263,964.8489921768926,"LINESTRING (205697.51441160074 300764.92050532246, 205698.3712174238 300766.6605385295, 205696.9963851463 300783.4125475766, 205693.0760923072 300798.387810322, 205690.2473450131 300813.1418714154, 205686.3295949598 300824.1230754471, 205680.6838203637 300835.1031925123, 205669.12985899 300840.5322856445, 205659.2136211567 300844.9639053389, 205640.9254332816 300856.823691454, 205630.2794885023 300864.6942194689, 205623.3535365643 300886.8791424939, 205616.5240957014 300900.1884332273, 205607.2396209555 300912.6086324483, 205596.0486324669 300919.5912925644, 205589.4945083114 300929.0176569932, 205578.1192553582 300939.8833434577, 205565.1040214253 300955.5187202224, 205557.182729216 300969.8258993243, 205546.266331607 300974.1460811044, 205539.8137443834 300966.4868237513, 205532.4512586286 300959.4926901963, 205521.4509104045 300952.3853880587, 205511.9959155957 300946.4994526029, 205496.3558293658 300941.6082707783, 205486.3519451724 300940.9365007163, 205480.071065016 300949.919326076, 205485.4292348624 300962.6814013527, 205486.6907578131 300981.9868143883, 205482.5882627909 300998.1824700765, 205480.1275550402 301006.6128886109, 205482.029423713 301019.8166479144, 205478.0194516199 301033.4605990926, 205471.9207401348 301042.1107031717, 205461.9117233437 301050.0927643057, 205447.4463257514 301058.0721430403, 205443.531522664 301064.8375000094, 205443.9801608184 301074.9338799568, 205449.340922165 301083.3690337838, 205455.6107363509 301092.4704184872, 205460.1482548199 301108.6713190727, 205468.4177825384 301119.5490645281, 205470.04667104 301132.9745505078, 205464.7648677173 301144.3988128903, 205460.6669202717 301153.2720313241, 205455.1118332715 301165.4727580375, 205445.7399903713 301172.7895462437, 205433.2750067459 301181.7686737508, 205422.4465343989 301191.6363728635, 205411.3485123212 301196.0675558603, 205394.976194942 301199.6080246946, 205383.2396570689 301207.2563022077, 205380.4143906305 301217.2397805193, 205382.224487681 301231.9967158782, 205380.5800590502 301244.4217176926, 205379.4826283269 301254.6281207381, 205378.2019205405 301267.1642867101, 205368.0048730223 301286.0190781156, 205367.5437427569 301296.7805935498, 205364.0812506136 301307.8731617824, 205365.4385494767 301319.4123838461, 205365.2484736602 301333.1696112156, 205363.2426865954 301341.6003362543, 205349.1420803597 301348.8034681294, 205333.2241282004 301353.4537819595, 205332.6706551167 301366.6560641561, 205329.8412307645 301383.851067704, 205327.2870732234 301396.9412219178, 205319.0080082453 301402.372702394, 205307.908206078 301410.3542943299, 205300.9915531695 301418.7821439929, 205291.9823081923 301428.7620187558, 205281.2457498415 301437.7423737713, 205279.85913096316 301439.54457365174)"
TRAIL-092,금정로 20,금정로 20-5,205279.85913096316,301439.54457365174,205086.82737016544,301364.50231685914,129.05805676450376,35.30955525121263,129.05593374329823,35.30887986798871,964.8489921768874,"LINESTRING (205279.85913096316 301439.54457365174, 205274.419826192 301446.6140824844, 205273.0495813045 301457.0422343299, 205269.3188479841 301460.5903349783, 205261.5011303413 301454.8165605515, 205255.2307912252 301446.7138223151, 205261.9652995099 301438.6186699199, 205265.8802582193 301431.0766067885, 205267.8879442245 301419.2065247243, 205262.3510908414 301400.8971505488, 205255.8988278158 301392.7943063748, 205248.9010852961 301384.3583104214, 205242.901710198 301379.3622358893, 205234.6298951177 301372.3678122542, 205229.0863813902 301365.3749783693, 205221.1783182602 301358.3807782548, 205210.2649889426 301358.4854107477, 205201.6215439813 301365.026251038, 205197.0677658719 301376.4510934556, 205187.4242869881 301382.4366395494, 205177.87475941 301383.2077738464, 205164.5049024069 301385.1971382114, 205154.1358725014 301387.7429690178, 205152.0506373583 301376.4252546066, 205151.0569128148 301364.7753255793, 205155.2465455205 301353.9049834462, 205156.6167964271 301343.2549229268, 205156.7157999063 301329.1648005434, 205166.3574714646 301326.3966633827, 205162.6345408033 301316.298418384, 205162.8222746129 301306.0914674489, 205166.5572260557 301295.2208710867, 205175.9262943966 301292.1197491599, 205186.933009873 301287.9101161758, 205201.2166866314 301278.5988575498, 205205.2231208532 301270.169252369, 205215.4088063237 301270.3970314836, 205227.4096554576 301277.0607587843, 205236.0457288651 301283.3897084796, 205245.870912525 301277.9590521855, 205252.7865873036 301271.3063018583, 205260.5216819952 301263.1007870309, 205262.7105753597 301252.4512215494, 205251.2563588359 301244.1235717175, 205245.8045632069 301235.6884808327, 205235.8950895003 301229.5806752371, 205219.8073642301 301213.0403518047, 205205.8041517306 301208.927243245, 205193.8046658824 301199.7117821465, 205184.2591547851 301193.1604583683, 205178.9884558299 301185.9459217634, 205157.7091493365 301182.4943890842, 205142.8841856309 301183.9282217789, 205132.4265743946 301181.9252297491, 205122.2458296476 301172.821846246, 205112.0628625881 301167.6015923177, 205102.0600175011 301165.4879472067, 205082.1423198444 301166.4752142067, 205073.9529510574 301174.0149475107, 205066.4914106222 301181.1113122365, 205059.1205784956 301188.6515191515, 205054.1165187918 301192.3099393203, 205050.7499174554 301195.1926555928, 205045.6532428473 301201.8465778001, 205055.1071533257 301209.7290586169, 205068.1075395684 301218.2792200059, 205071.0168527424 301219.9450499735, 205082.2907516745 301225.8315505479, 205084.5586255267 301236.0398863365, 205074.0970032187 301241.2484672359, 205067.2713847972 301249.6765451627, 205061.7195058475 301257.2177731696, 205072.6325811721 301257.7786381877, 205084.3635960036 301259.3384941538, 205078.1752200711 301266.6574606591, 205073.1684488861 301275.1975053774, 205083.9870534578 301281.9713227365, 205082.4344272323 301293.619806918, 205089.9773735615 301303.2763890533, 205083.4255585053 301310.0404157793, 205088.6946954952 301320.0285541449, 205095.6013800614 301329.019104567, 205088.7692948466 301348.9855778738, 205095.4058218179 301353.2052854685, 205093.583558344 301359.1953555668, 205086.82737016544 301364.50231685914)"
TRAIL-093,금정로 20,금정로 20-6,205086.82737016544,301364.50231685914,204841.93359920225,302092.2881321716,129.05593374329823,35.30887986798871,129.05324523982614,35.31544088301179,964.8489921769051,"LINESTRING (205086.82737016544 301364.50231685914, 205082.5744716626 301367.842953197, 205082.2028159783 301381.8219770062, 205085.652978843 301391.9200357932, 205083.464578426 301402.1258611384, 205085.3655036329 301417.8813081399, 205089.6309431465 301433.6380905422, 205090.9884486019 301445.3991656107, 205094.075557858 301454.1656679027, 205102.9797987193 301468.5937242142, 205107.4307141687 301477.9157350797, 205115.8815826561 301489.9027289183, 205123.6065917432 301498.8937677736, 205137.2478340082 301499.1234237242, 205141.0629249012 301507.0027872405, 205153.1576901925 301508.0082097252, 205154.9723503093 301515.3317043724, 205155.8808214289 301516.9964187303, 205157.3294237156 301528.3137722291, 205150.5041342672 301536.4089517317, 205147.6777708448 301548.9442721352, 205148.2174033332 301559.4844813997, 205151.301818303 301572.7998029414, 205155.8425584714 301583.89703198, 205165.1117998783 301595.7735959094, 205173.749330332 301599.1069391645, 205185.0196245962 301610.3189945696, 205187.8316548565 301622.7466023579, 205186.7342320888 301633.3968195428, 205181.7269868765 301642.9353252862, 205173.8096431396 301652.4721632173, 205161.3495316115 301654.5730009137, 205148.8894892903 301656.5629095243, 205132.6074732554 301662.8775658384, 205122.6006433203 301668.7520300172, 205110.3184224165 301677.9536055104, 205100.6756372416 301683.3845151038, 205091.029856047 301694.1408580924, 205086.9318366565 301704.234662439, 205084.2877445834 301716.3263230693, 205084.0984176586 301729.5288324131, 205076.7260186284 301740.6193129039, 205071.8980823579 301755.0396216547, 205062.3412956409 301769.4572762932, 205058.0600313181 301782.1027582272, 205052.5978717877 301792.4177067451, 205047.8629292192 301803.2877977599, 205044.0383841472 301812.3832589239, 205041.031679134 301822.5886428576, 205032.7510093289 301831.9035107954, 205023.1076317621 301838.7768067628, 205015.6456926846 301847.6483613794, 205005.4548635089 301857.8497629722, 204996.5387371473 301865.2782233075, 204988.52961767 301877.034103156, 204981.0674377116 301886.4604185579, 204970.6033867325 301897.5492800687, 204966.6910777868 301901.097407659, 204956.503353795 301905.8624942051, 204942.1354594146 301905.1889266387, 204926.6778792197 301901.630180419, 204914.582831009 301902.0673631684, 204909.8542161169 301901.731947056, 204906.3021233402 301911.826133547, 204897.3846854106 301921.9174048166, 204896.3789411836 301931.9020329789, 204891.0911669032 301956.5292599518, 204888.9030623039 301966.8460870978, 204889.3505892138 301980.0489504434, 204890.8877389302 301996.2479579297, 204891.2451669704 302007.8975235025, 204891.694133383 302018.4376749798, 204888.6865258184 302030.7510936007, 204879.8552364653 302049.9400355797, 204871.846552834 302061.4741292595, 204863.9315205772 302068.0156924367, 204856.5581741307 302081.8800174181, 204849.3709614042 302087.8672536872, 204841.93359920225 302092.2881321716)"
TRAIL-094,금정로 20,금정로 20-7,204841.93359920225,302092.2881321716,204125.68064196006,302424.7403500872,129.05324523982614,35.31544088301179,129.04537050449633,35.31844060596522,964.8489921768868,"LINESTRING (204841.93359920225 302092.2881321716, 204841.9117832886 302092.3010998745, 204833.0871978318 302099.2859874328, 204820.0839456361 302098.0586135563, 204808.075959845 302106.262234274, 204793.3393185628 302115.5738836097, 204781.8757023906 302126.2186500186, 204767.2321107605 302131.6472670444, 204763.9531343969 302141.6307107461, 204763.8553960036 302154.5004435749, 204762.9397055048 302166.4821729935, 204760.6609796883 302176.577093456, 204757.8346545379 302190.4439039843, 204752.2816234303 302201.7575096943, 204740.2698694852 302217.5055768504, 204730.8981274155 302227.8186705965, 204719.3471040415 302232.1395254949, 204703.6145866432 302233.5736047512, 204691.6063676095 302242.7758996182, 204680.780729572 302251.2021996448, 204675.8638001763 302263.6256479976, 204672.8579492622 302273.2764289713, 204669.3976619741 302282.4831898666, 204664.6631509123 302293.9082214084, 204657.3808282713 302308.5493854483, 204650.1009907645 302318.4198598249, 204641.0926217006 302329.8427001373, 204632.5404850019 302338.2702300402, 204624.5323167131 302349.9154942606, 204616.2551753647 302354.1272158424, 204605.5197680463 302364.3287967874, 204599.6956497769 302372.8686991498, 204587.6901508951 302377.3004378494, 204568.4147043911 302372.4090024034, 204558.9603559751 302366.9678387572, 204548.8691239151 302362.192042306, 204534.6831810432 302362.7396254999, 204519.2229437482 302365.7274138165, 204507.6727538121 302368.9390763947, 204495.1224680908 302371.8174155464, 204482.2112700668 302369.0373237319, 204468.0277623535 302364.7033692925, 204451.2026138612 302369.5766873149, 204443.2871730096 302378.1156579241, 204434.9151141905 302390.6484831206, 204424.8153998944 302403.0695214279, 204416.5344318453 302415.3805159069, 204405.6170779345 302426.358871501, 204394.5225913731 302427.6848122156, 204383.15595642 302427.6792767312, 204370.2467948028 302420.7943271314, 204361.1553053461 302417.017743498, 204351.3356460961 302414.6831213616, 204339.6991335403 302408.5754554502, 204323.6991359211 302399.692048856, 204310.3353809103 302392.4741280505, 204295.9690089386 302390.1373929449, 204281.5981492482 302397.2311268448, 204272.046725258 302404.4381134278, 204256.2163120042 302421.405430469, 204244.3000471332 302429.9426875634, 204236.6570285159 302439.8133258503, 204230.1049605152 302450.2392150417, 204221.6446193255 302457.8905535177, 204209.0026320955 302462.8772309724, 204196.8163039093 302465.7561556145, 204185.4496656851 302465.8618158803, 204170.904748123 302456.5355699355, 204168.6362525186 302446.1055533254, 204160.5488593668 302433.8977059304, 204147.7289382824 302430.3415100345, 204130.8173741992 302426.0068308501, 204125.68064196006 302424.7403500872)"
TRAIL-095,금정로 20,금정로 20-8,204125.68064196006,302424.7403500872,203348.3420251879,302366.1521911792,129.04537050449633,35.31844060596522,129.03682179978017,35.317915435210594,964.8489921768755,"LINESTRING (204125.68064196006 302424.7403500872, 204119.9975533035 302423.339163083, 204106.9025266296 302424.7754899191, 204096.7168083147 302427.4335687968, 204085.1685587005 302426.8735943353, 204070.7988761205 302431.8596823879, 204058.9768321029 302433.518546859, 204049.3412223916 302426.1917463775, 204039.1589040658 302421.3055331541, 204027.2498356739 302414.1996307045, 204014.7053028559 302404.6526391462, 204007.7092599556 302391.5578446723, 204001.2588966493 302378.241405282, 203992.1643596608 302380.9000866986, 203982.3461838464 302374.9046349979, 203970.4348098508 302372.791397074, 203954.7060669742 302366.4605342574, 203940.5205078459 302366.2324277357, 203928.5188560053 302362.565955649, 203908.8783728393 302359.7837546773, 203897.7832544941 302362.5526102063, 203884.4172869849 302359.551285566, 203872.0500569685 302360.1006958047, 203859.4100272277 302360.6500061856, 203847.225236117 302359.8681713711, 203836.8611492986 302354.3164312274, 203826.6784934897 302349.763298013, 203804.3980584486 302353.636990402, 203796.7568130459 302360.2905541641, 203789.2962334401 302369.8288077929, 203779.8347590021 302380.253799809, 203778.4660111398 302391.5697627518, 203783.5538587598 302402.1118093281, 203789.6414934056 302413.7637437667, 203791.1825041133 302425.3028222869, 203786.8124940843 302437.7269871562, 203785.7146804137 302453.4809218667, 203779.6165981985 302466.7919365942, 203773.1569405576 302474.9992673511, 203762.2466037559 302471.2225265259, 203744.6988642397 302465.778841697, 203733.1519752942 302462.0018716959, 203720.4231339414 302457.7806426946, 203704.6924488882 302456.1099655684, 203695.4154394013 302460.6549612065, 203683.4123629858 302460.5391008272, 203670.7754685277 302453.7662112196, 203658.3191147648 302450.2108597266, 203648.2261527616 302448.7644644349, 203639.1347035827 302444.2119842694, 203628.0424522981 302440.3243863021, 203609.6755082707 302436.5448317419, 203600.8570923957 302431.3268210086, 203588.8553013099 302427.8826937965, 203567.5793345076 302421.8831383055, 203555.852068685 302414.0013061245, 203542.3051135667 302408.6705420206, 203528.4878619101 302396.904799055, 203515.0318416504 302391.4631652988, 203502.2103994465 302391.0143879222, 203490.5684265668 302397.4447646523, 203484.5674671637 302395.7782458152, 203475.0216853964 302390.0053452708, 203468.4775939163 302381.9037345036, 203465.1156553027 302375.1347087444, 203454.5663793673 302377.6824268151, 203441.6523710482 302381.4496646473, 203427.3776621172 302376.5625815381, 203416.5565232082 302376.6694191677, 203394.8231872409 302377.2159384011, 203381.0892197581 302385.1989186441, 203373.9048087377 302386.9713691047, 203372.4502466878 302385.9723067678, 203370.4535271731 302375.764487919, 203354.451279291 302370.2111959176, 203348.3420251879 302366.1521911792)"
TRAIL-096,금정로 20,금정로 20-9,203348.3420251879,302366.1521911792,202724.1009653575,302364.2294041111,129.03682179978017,35.317915435210594,129.029957,35.31790000000001,964.8489921768809,"LINESTRING (203348.3420251879 302366.1521911792, 203342.0873474048 302361.9965665595, 203330.7209177648 302361.2157336321, 203320.718942082 302359.2150069733, 203312.446375712 302352.666123334, 203302.5349137897 302351.7749144388, 203300.6270504249 302347.0035191369, 203292.9007916235 302338.4578180206, 203284.5364432753 302334.1278551983, 203274.626409473 302329.2426063049, 203263.1723730546 302319.1423273336, 203253.6249265705 302317.3637327564, 203240.9862720684 302314.0307862421, 203230.3477640691 302311.8080383734, 203220.618950271 302308.5871103332, 203210.3426267239 302310.6914258991, 203193.6102136387 302312.1277846004, 203182.4255377467 302311.4581496713, 203173.0606389038 302307.6826694064, 203162.6939752387 302308.1228112018, 203152.8753634385 302301.573532296, 203142.9657642716 302295.1351788499, 203128.871701616 302292.9113464706, 203121.5999446663 302284.2550045068, 203114.60074751 302276.2644412012, 203100.5098544786 302264.7211558096, 203090.7827318253 302256.2858875871, 203092.7874472877 302244.1934168153, 203098.8880215882 302221.1186600483, 203104.1665402186 302208.6944794594, 203105.9884574806 302199.3756094902, 203110.5418886089 302180.0725065304, 203109.3632475873 302169.8650314081, 203097.6355966252 302160.9852815652, 203089.6352654949 302155.1023766678, 203077.9045827356 302154.9874166205, 203064.0854309542 302145.8851039013, 203056.6310566279 302138.8929501975, 203048.2678730521 302130.2362995124, 203044.6349651212 302116.8105587908, 203038.2715625526 302110.4844675204, 203028.4500354548 302111.7015722924, 203015.6258331556 302118.2431090914, 203009.075945737 302125.6743278281, 203007.890184717 302136.4357316024, 203006.4313597608 302147.9736693445, 202998.3352235561 302156.5138444531, 202982.237457014 302162.9433942913, 202971.3238515714 302166.9338598741, 202960.5015923343 302169.7039583646, 202942.0407457701 302172.4715731763, 202934.7615953096 302185.6718209431, 202932.7548045773 302204.7539480116, 202932.2946413329 302221.6176510949, 202937.7463743344 302235.0439411872, 202937.9240129284 302248.0247284546, 202929.2811605889 302260.4479127802, 202917.459462865 302260.9988102766, 202907.1841940623 302259.8860258601, 202892.9984782604 302259.5486219325, 202878.9034126632 302260.0988405472, 202863.7171670325 302260.5377880145, 202845.3474711283 302263.3056300151, 202833.4355452693 302261.6376810906, 202818.2502412291 302259.0811524831, 202805.3360882621 302263.6259261347, 202789.8737511094 302274.7157672277, 202780.1426526522 302278.2630452593, 202773.1378569736 302287.4694391884, 202769.2242652805 302298.5628769698, 202762.2179663429 302312.7618678167, 202748.3935617775 302320.6348368565, 202737.5692304731 302331.0605055591, 202731.6554912736 302341.0438887913, 202728.2874760505 302352.4703498142, 202724.1009653575 302364.2294041111)"
TRAIL-097,금정로 21,금정로 21-1,206306.0203969441,298796.5520333308,205673.03204643645,299069.3587814146,129.06932,35.285726999999994,129.06236365754592,35.28818970405867,861.7484406896116,"LINESTRING (206306.0203969441 298796.5520333308, 206299.7414718443 298799.4322406235, 206290.547808673 298807.6358228798, 206281.5350971911 298817.281837246, 206277.2515798296 298828.7062840111, 206266.964639781 298839.3499398954, 206253.9491866817 298849.2150946833, 206247.6662433075 298857.9754685462, 206239.9253525603 298870.2851075265, 206233.4689309215 298866.8413216056, 206226.4656947511 298864.8394597576, 206223.3632585572 298878.5946119326, 206216.1681548279 298891.0155939481, 206221.3497028974 298896.3445689913, 206215.250136818 298903.1080659209, 206207.1502632932 298908.4278938118, 206197.5054582272 298911.5277493953, 206189.9508810156 298917.6245887304, 206182.4872064334 298923.8324426274, 206171.4735746296 298933.2553054375, 206163.0150340983 298931.0306054171, 206157.8338502192 298925.1469342992, 206147.4664731285 298920.7020280623, 206140.9180268064 298918.8114881983, 206143.2917436111 298906.2762159657, 206141.5702875883 298896.0680202565, 206133.299901923 298884.634965972, 206124.2976771579 298879.1925016636, 206111.5681947017 298870.0863061108, 206098.5573055844 298873.516825634, 206088.0120193111 298862.9698432918, 206076.7293161621 298866.7343982041, 206071.8158694193 298868.3952789524, 206058.2620845585 298867.4986009949, 206048.0780921666 298860.7240687697, 206022.3318443543 298863.7023868771, 206008.876700864 298851.2674753665, 205994.406337565 298860.6882517065, 205984.0294614508 298870.3336570566, 205974.1113452479 298874.0992453409, 205957.3701301847 298878.5260123449, 205945.1729148139 298889.7235034557, 205936.5233618039 298901.1452364973, 205922.779591792 298912.5636325271, 205915.3157336184 298919.3264364447, 205906.3947215645 298928.640048493, 205900.3842054845 298938.7321937038, 205885.5448675582 298956.3629016281, 205878.8070828905 298965.7889116772, 205872.1599191637 298975.7697154245, 205863.7868332496 298981.9772411292, 205845.6759644707 298994.7242694127, 205829.0220619445 299005.2533569592, 205818.2795839524 299018.116149887, 205804.9936911317 299025.3190768907, 205791.9817899164 299030.858010525, 205771.1464329525 299036.8357389377, 205750.5790553777 299050.579901034, 205741.75326412 299053.6807659142, 205733.9249440403 299061.7748400147, 205717.1801883432 299072.5259686895, 205707.4424449346 299079.2875050004, 205694.4291410823 299087.2673890936, 205686.4251826468 299085.4872059605, 205686.6120811857 299077.6101627595, 205673.03204643645 299069.3587814146)"
